epoch, D loss, accuracy, G loss
229,0.41507742,85.9375, 2.5966163
230,0.4625823,73.4375, 3.1596406
231,0.58806074,71.875, 2.564272
232,0.55085474,71.875, 1.8512384
233,0.5975044,62.5, 3.9771228
234,0.5197338,78.125, 2.6224709
235,0.5747234,76.5625, 2.834237
236,0.33152023,85.9375, 2.4751341
237,0.604704,70.3125, 1.9636538
238,0.67079854,71.875, 3.0517313
239,0.4599874,82.8125, 2.180604
240,0.6210818,67.1875, 1.6680195
241,0.4567187,84.375, 2.017536
242,0.5865014,78.125, 3.0751514
243,0.54220307,75.0, 1.8454103
244,0.55957985,68.75, 1.3489181
245,0.55042994,73.4375, 2.1216178
246,0.5202967,82.8125, 1.4914074
247,0.44318277,75.0, 2.3123817
248,0.3184505,93.75, 1.9993637
249,0.45397735,82.8125, 1.9002254
250,0.86721146,60.9375, 1.1785895
251,0.5001475,78.125, 1.3505856
252,0.5562404,70.3125, 1.7479944
253,0.31653684,92.1875, 1.5923746
254,0.4656855,82.8125, 2.3597302
255,0.48251778,81.25, 1.9526004
256,0.52347594,79.6875, 1.5081733
257,0.53273624,79.6875, 1.7099102
258,0.49442697,78.125, 1.9155848
259,0.5609522,70.3125, 1.9947946
260,0.6889082,68.75, 1.020061
261,0.4067225,85.9375, 2.0145562
262,0.3647223,87.5, 2.0224087
263,0.4216189,82.8125, 1.7501907
264,0.36974734,89.0625, 1.6828682
265,0.40650034,81.25, 2.2174957
266,0.47499037,79.6875, 2.1992989
267,0.5690136,68.75, 1.5083032
268,0.7063514,67.1875, 1.1782289
269,0.50623584,70.3125, 1.6337329
270,0.6061989,79.6875, 1.7427701
271,0.50269914,76.5625, 1.0004747
272,0.35080802,87.5, 1.9831334
273,0.38994092,92.1875, 2.336032
274,0.5589802,71.875, 0.9439689
275,0.4925156,82.8125, 1.472961
276,0.48327962,81.25, 1.7123023
277,0.5860331,75.0, 1.7338767
278,0.42551458,89.0625, 2.0704803
279,0.5064614,82.8125, 1.62255
280,0.50172603,78.125, 1.3635857
281,0.57384574,78.125, 1.113297
282,0.5875427,68.75, 1.6301637
283,0.6297667,70.3125, 1.1171975
284,0.47842586,71.875, 2.30475
285,0.5236632,67.1875, 1.0921566
286,0.58951426,70.3125, 1.3881302
287,0.76772714,59.375, 1.8957253
288,0.5113363,71.875, 2.5637243
289,0.57177484,68.75, 1.388099
290,0.6904631,71.875, 1.6678579
291,0.6824972,62.5, 1.2193459
292,0.54221183,71.875, 1.2626469
293,0.74807614,51.5625, 0.98154724
294,0.5017768,75.0, 1.1678569
295,0.49647957,79.6875, 1.2495637
296,0.48803204,78.125, 1.3142666
297,0.39444542,82.8125, 1.9467425
298,0.47431108,75.0, 1.0852785
299,0.4333567,85.9375, 1.3454618
300,0.8360559,48.4375, 1.4381077
301,0.6054601,62.5, 1.8697903
302,0.7463126,67.1875, 0.7377496
303,0.5154025,71.875, 0.833514
304,0.52001286,79.6875, 1.7544982
305,0.60208553,73.4375, 1.2706989
306,0.814152,50.0, 0.658006
307,0.57011473,76.5625, 1.5608242
308,0.59362525,71.875, 1.177774
309,0.75995123,71.875, 0.8757808
310,0.49420822,79.6875, 1.022624
311,0.71990347,62.5, 0.90856576
312,0.4693743,85.9375, 1.1965508
313,0.49668092,75.0, 0.8401139
314,0.60367054,70.3125, 0.9375969
315,0.47473085,82.8125, 1.2399416
316,0.6047729,70.3125, 0.919849
317,0.7000325,62.5, 1.1321034
318,0.57873166,78.125, 1.3118765
319,0.6401453,68.75, 0.7047286
320,0.6563891,67.1875, 0.8443025
321,0.7420343,56.25, 0.53159094
322,0.48785818,81.25, 0.8486877
323,0.64704967,75.0, 0.9142185
324,0.645357,76.5625, 0.91767746
325,0.6316509,68.75, 0.63664925
326,0.63154215,67.1875, 0.9379883
327,0.4508304,73.4375, 1.5330561
328,0.5838467,76.5625, 0.77454025
329,0.6088294,73.4375, 0.6250893
330,0.647998,68.75, 0.74626803
331,0.57746327,76.5625, 0.6292907
332,0.599647,79.6875, 0.84514856
333,0.7092564,65.625, 0.62722933
334,0.5584425,75.0, 0.50264156
335,0.6749152,67.1875, 0.5826317
336,0.47698972,84.375, 0.92884487
337,0.7216109,53.125, 0.42592603
338,0.54375887,70.3125, 0.8273605
339,0.5623493,71.875, 0.87474805
340,0.6038836,79.6875, 0.7258205
341,0.56570166,78.125, 0.54922235
342,0.5274658,73.4375, 0.7584909
343,0.57149136,75.0, 0.8633523
344,0.57071483,73.4375, 0.7438724
345,0.61428046,78.125, 0.829517
346,0.48970076,81.25, 0.7488209
347,0.6645807,67.1875, 0.39250836
348,0.551895,79.6875, 0.5742737
349,0.36296883,93.75, 1.134419
350,0.54453236,78.125, 1.0650257
351,0.5598229,78.125, 0.7775095
352,0.4932713,79.6875, 0.8025824
353,0.6596952,67.1875, 0.7059306
354,0.4740753,84.375, 0.75426316
355,0.45179015,82.8125, 0.7954057
356,0.6518291,65.625, 0.6727669
357,0.43898302,79.6875, 1.0581583
358,0.8002846,53.125, 0.80754626
359,0.5680497,79.6875, 0.68174744
360,0.5270444,76.5625, 0.44544554
361,0.50776535,78.125, 0.890163
362,0.5258125,78.125, 0.88650763
363,0.5594846,70.3125, 0.74972445
364,0.5424235,76.5625, 0.98341894
365,0.5551268,76.5625, 0.5550102
366,0.5590028,67.1875, 0.7375717
367,0.5366341,81.25, 0.55825114
368,0.6893686,62.5, 0.5186076
369,0.51276547,81.25, 0.6589869
370,0.5486811,75.0, 0.9027475
371,0.63075405,68.75, 0.57290787
372,0.6796726,65.625, 0.3940642
373,0.5248492,78.125, 0.6479049
374,0.67571914,62.5, 0.5552279
375,0.6227915,70.3125, 0.42210692
376,0.62832355,68.75, 0.510645
377,0.5523299,73.4375, 0.5408144
378,0.54671615,71.875, 0.7345607
379,0.5552914,76.5625, 0.76585084
380,0.5241487,79.6875, 0.5203521
381,0.57206875,70.3125, 0.5972117
382,0.43361282,84.375, 0.9453231
383,0.5761601,81.25, 0.6694689
384,0.5347819,78.125, 0.53683585
385,0.46995217,84.375, 0.6076789
386,0.4877097,81.25, 0.648099
387,0.54506505,76.5625, 0.7101873
388,0.44424844,85.9375, 0.78664196
389,0.55625224,79.6875, 0.58685935
390,0.53558946,78.125, 0.48809883
391,0.4806457,81.25, 0.83948505
392,0.5186769,78.125, 0.8360548
393,0.56381,79.6875, 0.561746
394,0.5881088,67.1875, 0.4549504
395,0.49107853,81.25, 0.65244305
396,0.54526806,78.125, 0.60315555
397,0.652064,71.875, 0.70754135
398,0.55814207,71.875, 0.6088035
399,0.52389485,73.4375, 0.9299557
400,0.53334725,73.4375, 0.66667163
401,0.52670205,70.3125, 0.57724375
402,0.5511875,68.75, 0.59469813
403,0.48607707,85.9375, 0.5589391
404,0.52945346,76.5625, 0.5542836
405,0.40501654,87.5, 0.7107166
406,0.5243301,78.125, 0.77363104
407,0.4338225,85.9375, 0.69067645
408,0.56072265,78.125, 0.52177894
409,0.49906704,79.6875, 0.5738197
410,0.4546913,81.25, 0.7236712
411,0.5064572,81.25, 0.78433526
412,0.47703058,84.375, 0.62812144
413,0.428178,89.0625, 0.6643514
414,0.48229814,73.4375, 0.88116
415,0.44350287,84.375, 0.7900378
416,0.52422,78.125, 0.74003476
417,0.56844944,78.125, 0.74380994
418,0.43237594,82.8125, 0.8263159
419,0.5189204,79.6875, 0.7915113
420,0.56342167,78.125, 0.81531763
421,0.4925729,85.9375, 0.63280785
422,0.56334656,78.125, 0.51725626
423,0.4724813,89.0625, 0.63544405
424,0.5432099,75.0, 0.52471864
425,0.6023557,75.0, 0.63697106
426,0.42721668,85.9375, 0.71560514
427,0.49266702,76.5625, 0.62041503
428,0.64772415,68.75, 0.44317234
429,0.4747744,81.25, 0.5921314
430,0.45136678,89.0625, 0.66205496
431,0.43347555,82.8125, 0.7138306
432,0.5345155,73.4375, 0.9913858
433,0.501606,82.8125, 1.058267
434,0.4427982,85.9375, 0.65511423
435,0.46567982,81.25, 0.70430255
436,0.49655145,82.8125, 0.67169845
437,0.5378051,78.125, 0.57052475
438,0.5016321,81.25, 0.7970106
439,0.5249265,71.875, 0.9055742
440,0.49640954,81.25, 0.51855993
441,0.433277,85.9375, 0.89645225
442,0.63448143,65.625, 0.58355945
443,0.5093822,84.375, 0.7789444
444,0.50492084,78.125, 0.6740216
445,0.38768673,85.9375, 0.8785237
446,0.4808824,76.5625, 0.67409
447,0.43532693,81.25, 0.8985989
448,0.5129382,78.125, 0.85332483
449,0.5800003,64.0625, 1.1788805
450,0.54954207,76.5625, 0.7479656
451,0.5440217,71.875, 0.49271983
452,0.56090873,73.4375, 0.48145962
453,0.44908446,89.0625, 0.76773095
454,0.47138226,82.8125, 0.93489456
455,0.5250238,73.4375, 0.7167921
456,0.4651084,82.8125, 0.73498726
457,0.5980886,65.625, 0.56288373
458,0.4287215,79.6875, 0.91287875
459,0.52097243,78.125, 1.0651482
460,0.5781589,76.5625, 0.6077775
461,0.5340608,73.4375, 0.601127
462,0.46543375,81.25, 0.55286086
463,0.53571546,75.0, 0.68194616
464,0.49151063,81.25, 0.7022674
465,0.44710737,82.8125, 0.8001385
466,0.57116115,70.3125, 0.51357627
467,0.56933105,64.0625, 0.41461128
468,0.5946858,75.0, 0.6310788
469,0.48851892,82.8125, 0.79544145
470,0.50143224,78.125, 0.5755235
471,0.40505767,84.375, 0.71375775
472,0.46206856,78.125, 0.9562217
473,0.6215043,71.875, 0.41864806
474,0.37671494,85.9375, 0.86979437
475,0.65755844,68.75, 0.83426255
476,0.4307087,81.25, 0.8392248
477,0.58289194,71.875, 0.653964
478,0.5756583,68.75, 0.53166735
479,0.49232286,79.6875, 0.4640178
480,0.39126277,85.9375, 0.8132598
481,0.37699392,87.5, 1.1832463
482,0.5583792,71.875, 0.8136072
483,0.45628867,85.9375, 0.6525175
484,0.48869815,78.125, 0.47717503
485,0.5501799,75.0, 0.56132543
486,0.43443364,84.375, 0.8310364
487,0.4439674,82.8125, 0.9195318
488,0.5059393,79.6875, 0.71837026
489,0.5272148,76.5625, 0.5135924
490,0.5973833,68.75, 0.6355369
491,0.48391747,71.875, 0.9981096
492,0.613305,76.5625, 0.4771879
493,0.5806019,70.3125, 0.4882657
494,0.523156,73.4375, 0.52793765
495,0.4791201,73.4375, 0.7919972
496,0.3869069,92.1875, 0.7912036
497,0.5418754,75.0, 0.81656283
498,0.5269209,73.4375, 0.6492039
499,0.5428683,76.5625, 0.61542296
500,0.5526321,75.0, 0.6097871
501,0.5524533,79.6875, 0.55233157
502,0.4595005,78.125, 0.62892437
503,0.46881962,84.375, 0.7494871
504,0.4503996,85.9375, 0.80654335
505,0.52218103,78.125, 0.6341286
506,0.42051345,87.5, 0.6680242
507,0.5574906,65.625, 0.4989402
508,0.49344146,75.0, 0.77123284
509,0.48583925,82.8125, 0.734399
510,0.56419504,76.5625, 0.81441146
511,0.560203,70.3125, 0.6072831
512,0.53834313,71.875, 0.6087576
513,0.5161189,73.4375, 0.5203651
514,0.4252267,84.375, 0.7562542
515,0.5040659,82.8125, 0.62460923
516,0.41678163,85.9375, 0.9799497
517,0.5046083,84.375, 0.8439652
518,0.650281,67.1875, 0.46199
519,0.4448473,82.8125, 0.65210485
520,0.47970665,84.375, 0.66234136
521,0.51993644,73.4375, 0.5059753
522,0.4116369,82.8125, 0.7077803
523,0.4674263,78.125, 0.7166405
524,0.49966273,79.6875, 0.695445
525,0.5000232,75.0, 0.7872258
526,0.68570054,64.0625, 0.6255045
527,0.39969757,82.8125, 1.1537985
528,0.4846666,78.125, 0.97180986
529,0.5559573,79.6875, 0.8550743
530,0.6222811,67.1875, 0.5439859
531,0.43433064,84.375, 0.7914896
532,0.4533176,79.6875, 0.76556695
533,0.46010876,79.6875, 0.6763078
534,0.46599078,82.8125, 0.6205322
535,0.5045583,76.5625, 0.7158934
536,0.5532105,79.6875, 0.6775398
537,0.49201107,75.0, 0.76622635
538,0.48571762,84.375, 0.7134252
539,0.56835175,78.125, 0.5329074
540,0.5885519,73.4375, 0.5653484
541,0.55799866,64.0625, 0.46106946
542,0.43793407,81.25, 0.6808518
543,0.557389,75.0, 0.78353935
544,0.49832958,68.75, 0.7263466
545,0.5916786,71.875, 0.6337621
546,0.5718889,78.125, 0.55844796
547,0.5012305,75.0, 0.787198
548,0.4562682,81.25, 0.95613486
549,0.5719282,70.3125, 0.6331503
550,0.5966273,68.75, 0.4118587
551,0.59634423,73.4375, 0.5830436
552,0.6192045,67.1875, 0.4792462
553,0.50053847,79.6875, 0.678411
554,0.5427363,71.875, 0.6333295
555,0.5792297,73.4375, 0.55261016
556,0.49271548,81.25, 0.777905
557,0.51832414,70.3125, 0.46106434
558,0.53848076,73.4375, 0.5698011
559,0.5868804,62.5, 0.58500737
560,0.52646637,71.875, 0.55501443
561,0.4618813,82.8125, 0.7735305
562,0.45603067,82.8125, 0.9309493
563,0.6043273,73.4375, 0.69419193
564,0.5328777,73.4375, 0.7147207
565,0.5436636,79.6875, 0.5310222
566,0.5065029,78.125, 0.57816994
567,0.5322164,75.0, 0.48629057
568,0.51074004,70.3125, 0.5413785
569,0.46175677,82.8125, 0.730374
570,0.52427495,81.25, 0.71279263
571,0.5201329,75.0, 0.6047778
572,0.5424304,71.875, 0.38848132
573,0.53322196,75.0, 0.3860098
574,0.5525672,70.3125, 0.80007243
575,0.53506315,73.4375, 0.75584704
576,0.56315696,75.0, 0.52454394
577,0.5630547,78.125, 0.43996483
578,0.46090147,78.125, 0.79082716
579,0.45000857,81.25, 0.77963424
580,0.49213082,79.6875, 0.70477545
581,0.51253366,73.4375, 0.54337126
582,0.4975404,76.5625, 0.6083804
583,0.4957887,78.125, 0.631479
584,0.5469132,73.4375, 0.5558579
585,0.54237705,75.0, 0.4662623
586,0.5178369,71.875, 0.5618987
587,0.4745317,82.8125, 0.6062773
588,0.6940243,62.5, 0.51348907
589,0.42891318,81.25, 0.95716953
590,0.5247108,70.3125, 0.6818174
591,0.6881602,62.5, 0.5008098
592,0.628942,60.9375, 0.38230398
593,0.5572756,73.4375, 0.4665096
594,0.47004974,76.5625, 0.9163835
595,0.56515163,71.875, 0.70779604
596,0.5344095,76.5625, 0.69403666
597,0.47793502,79.6875, 0.7463207
598,0.46033543,76.5625, 0.7866615
599,0.40825993,84.375, 0.74892044
600,0.55790746,71.875, 0.86505485
601,0.54023945,71.875, 0.6657151
602,0.4875729,76.5625, 0.5517902
603,0.6257036,71.875, 0.46223783
604,0.5317621,71.875, 0.6163219
605,0.53201246,71.875, 0.6145755
606,0.45485547,82.8125, 0.8973182
607,0.59342754,67.1875, 0.6313535
608,0.61334646,71.875, 0.766712
609,0.7015777,59.375, 0.45974505
610,0.61778665,70.3125, 0.5754043
611,0.5140612,73.4375, 0.6334171
612,0.5609228,67.1875, 0.57392013
613,0.53269696,75.0, 0.6474205
614,0.56091416,73.4375, 0.4825357
615,0.42979115,84.375, 0.74223495
616,0.62127835,62.5, 0.6799747
617,0.51098263,76.5625, 0.762584
618,0.5769943,68.75, 0.59840333
619,0.486575,81.25, 0.7779175
620,0.44492143,82.8125, 0.6561297
621,0.5123079,75.0, 0.63180566
622,0.47123927,78.125, 0.8621135
623,0.4743117,82.8125, 0.59080875
624,0.49657553,76.5625, 0.75673854
625,0.56091404,76.5625, 0.5508894
626,0.6351126,64.0625, 0.5296362
627,0.5604757,78.125, 0.79570484
628,0.55856156,76.5625, 0.6457557
629,0.5842596,73.4375, 0.55107236
630,0.5676729,76.5625, 0.56538665
631,0.51803195,73.4375, 0.48018476
632,0.47268528,78.125, 0.53754497
633,0.47715864,85.9375, 0.7129789
634,0.44597566,89.0625, 0.7593416
635,0.5115058,76.5625, 0.7670132
636,0.51595956,73.4375, 0.75853527
637,0.6354487,71.875, 0.5780163
638,0.5461828,73.4375, 0.4676172
639,0.4473577,79.6875, 0.59404355
640,0.5492356,78.125, 0.6172056
641,0.5789362,78.125, 0.9362726
642,0.5673145,78.125, 0.66233873
643,0.5542221,75.0, 0.5069133
644,0.60766417,65.625, 0.5245635
645,0.56674176,70.3125, 0.6255894
646,0.47542283,84.375, 0.792209
647,0.60458034,73.4375, 0.5697632
648,0.6211152,65.625, 0.73453414
649,0.5745374,70.3125, 0.56702995
650,0.521244,81.25, 0.6822002
651,0.5591569,75.0, 0.75322145
652,0.5979686,65.625, 0.96680075
653,0.5314321,76.5625, 0.98291814
654,0.57818973,73.4375, 0.59183115
655,0.54165995,78.125, 0.6472513
656,0.5552721,70.3125, 0.452932
657,0.5573449,73.4375, 0.51721287
658,0.4768417,76.5625, 0.70865536
659,0.5451051,70.3125, 0.6316713
660,0.5938395,73.4375, 0.6862923
661,0.5323942,71.875, 0.6503103
662,0.4747301,84.375, 0.5254708
663,0.5991483,65.625, 0.7345581
664,0.5731126,68.75, 0.75543904
665,0.63271785,65.625, 0.546473
666,0.48549163,78.125, 0.5359508
667,0.57867706,71.875, 0.44840395
668,0.5799979,71.875, 0.47416306
669,0.5408108,76.5625, 0.6394135
670,0.60893416,68.75, 0.68030274
671,0.47752827,82.8125, 0.7379093
672,0.6182105,71.875, 0.31201524
673,0.5381565,68.75, 0.393182
674,0.51989126,78.125, 0.62354296
675,0.49103636,79.6875, 0.48702303
676,0.47271642,81.25, 0.66864246
677,0.5717293,73.4375, 0.62663996
678,0.60266846,65.625, 0.54657394
679,0.636315,70.3125, 0.58991545
680,0.5523925,73.4375, 0.46097264
681,0.5366999,70.3125, 0.40408146
682,0.49380463,79.6875, 0.55294937
683,0.48197615,81.25, 0.57099926
684,0.5259687,76.5625, 0.5481989
685,0.46764487,81.25, 0.46786028
686,0.546471,67.1875, 0.42998242
687,0.5496497,71.875, 0.45997772
688,0.52054584,68.75, 0.55861723
689,0.6207606,73.4375, 0.39294076
690,0.4603362,78.125, 0.6363791
691,0.5395126,73.4375, 0.4732324
692,0.59405625,71.875, 0.51871824
693,0.62080806,57.8125, 0.48622614
694,0.5274031,81.25, 0.4356834
695,0.51288164,78.125, 0.5769073
696,0.55519474,76.5625, 0.5272654
697,0.43538314,84.375, 0.72411287
698,0.51758474,78.125, 0.62447923
699,0.65826523,65.625, 0.4329093
700,0.5850471,65.625, 0.52679646
701,0.49717024,79.6875, 0.7198809
702,0.5623355,73.4375, 0.62170464
703,0.543072,71.875, 0.69569623
704,0.45393515,79.6875, 0.48292807
705,0.5453681,73.4375, 0.53699297
706,0.55154276,68.75, 0.5022427
707,0.5137349,75.0, 0.46754384
708,0.4952027,81.25, 0.5751604
709,0.48861998,76.5625, 0.7285675
710,0.48783296,76.5625, 0.61296105
711,0.57900417,70.3125, 0.62295353
712,0.49016556,79.6875, 0.7598665
713,0.5701575,75.0, 0.67320234
714,0.5557672,73.4375, 0.6296978
715,0.50058794,81.25, 0.67711055
716,0.59934354,68.75, 0.34649974
717,0.549626,70.3125, 0.46991947
718,0.51979554,76.5625, 0.5746441
719,0.51275194,81.25, 0.6192747
720,0.6417134,65.625, 0.66312194
721,0.6287354,68.75, 0.44402087
722,0.57629013,68.75, 0.48579624
723,0.5465071,71.875, 0.53987026
724,0.47031084,76.5625, 0.72969854
725,0.56706285,67.1875, 0.40795696
726,0.57965684,71.875, 0.3509914
727,0.46627432,84.375, 0.5777712
