0,0.9334086,43.75, 1.0092214
1,0.7592559,56.25, 1.0631949
2,0.49668127,78.125, 1.2543952
3,0.43940637,81.25, 1.5210123
4,0.34568053,92.1875, 1.4494848
5,0.48310316,73.4375, 0.9052526
6,0.21982357,96.875, 0.8179798
7,0.26540488,92.1875, 0.5766185
8,0.34375685,84.375, 0.46475196
9,0.43815836,76.5625, 0.891279
10,0.49136245,76.5625, 0.82610327
11,0.96809626,39.0625, 1.0957811
12,0.91535777,51.5625, 1.9174223
13,0.5680363,75.0, 1.7166357
14,0.47989073,76.5625, 2.0707393
15,0.42765296,79.6875, 2.246092
16,0.8971396,59.375, 2.1282196
17,0.87813306,53.125, 2.0759544
18,0.91246873,45.3125, 2.0041165
19,1.0514067,46.875, 1.7475966
20,0.8293855,54.6875, 1.4820628
21,0.7647749,62.5, 1.2278905
22,0.56250244,73.4375, 1.4256339
23,0.86374766,48.4375, 2.064032
24,0.5943734,67.1875, 1.9210105
25,0.52521825,70.3125, 1.3870302
26,0.547709,73.4375, 1.0379446
27,0.6637549,65.625, 1.1136664
28,0.61045974,71.875, 1.0681546
29,0.52517617,73.4375, 1.1583872
30,0.7975638,54.6875, 1.5908707
31,0.9410509,45.3125, 1.384118
32,0.7926889,59.375, 1.5301796
33,0.7430816,65.625, 1.5014055
34,0.623495,68.75, 1.551863
35,0.6686464,64.0625, 1.7239149
36,0.73110914,67.1875, 1.3946033
37,0.58581513,70.3125, 1.6544704
38,0.63840044,70.3125, 1.8808193
39,0.8133573,57.8125, 1.7004313
40,0.6422608,62.5, 1.7250923
41,0.74913794,57.8125, 1.758547
42,0.52437055,73.4375, 1.6954632
43,0.48769033,78.125, 1.8403699
44,0.7396849,54.6875, 1.7906241
45,0.63372463,68.75, 1.4299884
46,0.9632938,43.75, 1.0766463
47,0.64608806,70.3125, 1.1105264
48,0.56758124,75.0, 1.2466652
49,0.91670525,42.1875, 1.6920111
50,0.43886334,81.25, 2.1278348
51,0.6114854,71.875, 1.6702282
52,0.48434988,78.125, 1.8254366
53,0.54732984,68.75, 1.5751954
54,0.52267873,75.0, 1.9447483
55,0.5499744,73.4375, 1.5573541
56,0.6268124,71.875, 1.5048003
57,0.61287117,71.875, 1.4906063
58,0.67451036,59.375, 1.6857069
59,0.8955343,54.6875, 1.6758509
60,0.9299929,48.4375, 1.3009825
61,0.7519097,62.5, 1.8464206
62,0.6243979,70.3125, 1.8747144
63,0.68351054,54.6875, 1.5503374
64,0.74088293,60.9375, 1.5367407
65,0.6399956,71.875, 1.5363791
66,0.66680634,62.5, 1.4850367
67,0.57602704,73.4375, 1.707315
68,0.7228142,62.5, 1.7565494
69,0.7297521,60.9375, 1.2061974
70,0.7942908,59.375, 1.7493637
71,0.67087317,70.3125, 1.3598411
72,0.4961631,76.5625, 1.3645505
73,0.9063358,42.1875, 1.057482
74,0.7050797,57.8125, 1.6192069
75,0.86459863,50.0, 1.5037339
76,0.768733,59.375, 1.590984
77,0.6937926,59.375, 1.4884942
78,0.7863819,54.6875, 1.4785973
79,0.8744632,45.3125, 1.6581726
80,0.61505884,65.625, 1.6788924
81,0.8229958,54.6875, 1.7678962
82,0.7230431,60.9375, 1.3218915
83,0.8019378,50.0, 1.4780703
84,0.51901615,68.75, 1.4094105
85,0.8356061,54.6875, 1.504185
86,0.6522926,60.9375, 1.4552982
87,0.8698577,54.6875, 0.905219
88,0.89543223,48.4375, 1.5889018
89,0.9578724,42.1875, 1.2540398
90,0.7168976,57.8125, 1.6019715
91,0.8048222,51.5625, 1.3097876
92,0.7853072,60.9375, 1.4664935
93,0.63897103,62.5, 2.0261521
94,0.83845425,53.125, 1.255584
95,0.7282983,57.8125, 1.2521092
96,0.6734517,68.75, 1.3274443
97,0.9909986,39.0625, 1.1766479
98,0.79977405,54.6875, 1.8168623
99,0.7130445,59.375, 1.2046111
100,0.802174,48.4375, 1.25002
101,0.7388183,62.5, 1.1524658
102,0.6792486,57.8125, 1.3896848
103,0.75123817,53.125, 1.3287494
104,0.8287453,54.6875, 1.5851508
105,0.83053863,48.4375, 1.3521147
106,0.79949796,54.6875, 1.6758645
107,0.88542056,48.4375, 1.3488679
108,0.67285854,67.1875, 1.6691687
109,0.7946102,57.8125, 1.2054186
110,0.7409528,57.8125, 1.0657573
111,0.66517234,67.1875, 1.3437891
112,0.7201311,54.6875, 1.5768912
113,0.5545622,70.3125, 1.736574
114,0.9864345,39.0625, 1.1450195
115,0.6162472,65.625, 1.5399511
116,0.5476605,70.3125, 1.6340683
117,0.5804085,71.875, 1.4902582
118,0.5954847,62.5, 1.194167
119,0.60549843,73.4375, 1.2821386
120,0.6853365,62.5, 1.3627667
121,0.77323174,53.125, 1.3723706
122,0.6207888,68.75, 1.4281104
123,0.8567673,48.4375, 1.0664248
124,0.5472563,71.875, 1.3915026
125,0.6661819,59.375, 1.3855195
126,0.73138106,54.6875, 1.5750444
127,0.7778818,56.25, 1.4652838
128,0.7100414,53.125, 1.2882879
129,0.73066443,51.5625, 1.290878
130,0.6825573,64.0625, 1.3931034
131,0.803569,57.8125, 1.5706832
132,0.76136607,51.5625, 1.618881
133,0.7709271,60.9375, 1.7346914
134,0.72390354,62.5, 1.3457649
135,0.79766667,57.8125, 1.4017568
136,0.84522367,48.4375, 1.551782
137,0.97031915,39.0625, 1.2844613
138,0.9290624,48.4375, 1.1282597
139,0.5636319,68.75, 1.6185763
140,0.6308191,67.1875, 1.3611798
141,0.8091323,45.3125, 1.456504
142,0.5938047,67.1875, 1.4780337
143,0.5849052,70.3125, 1.4041923
144,0.6670719,68.75, 1.5438533
145,0.7974199,43.75, 1.2329915
146,0.8952291,48.4375, 1.2429527
147,0.74084157,54.6875, 1.4608989
148,0.61024237,67.1875, 1.6547095
149,0.8108492,54.6875, 1.2615983
150,0.5784476,70.3125, 1.2862437
151,0.5952076,64.0625, 1.0992938
152,0.7086688,53.125, 1.2224693
153,0.6119002,62.5, 1.2391679
154,0.8273679,51.5625, 1.3586909
155,0.678985,59.375, 1.4579674
156,0.76844823,64.0625, 1.182805
157,0.7829075,57.8125, 1.6707844
158,0.7060274,62.5, 1.3216934
159,0.5767776,70.3125, 1.527409
160,0.6098328,60.9375, 1.2412832
161,0.71313846,53.125, 0.9521094
162,0.5836857,73.4375, 1.3610841
163,0.63828695,64.0625, 1.1505723
164,0.6764488,67.1875, 1.405651
165,0.6800732,71.875, 1.4008839
166,0.7015269,56.25, 1.3454173
167,0.72345805,53.125, 1.2781253
168,0.6789262,68.75, 1.3382322
169,0.6512773,59.375, 1.809242
170,0.95332175,51.5625, 1.2779005
171,0.6662205,64.0625, 1.2936388
172,0.615263,60.9375, 1.578643
173,0.7861287,53.125, 1.3165306
174,0.695842,59.375, 1.2607229
175,0.73122525,60.9375, 1.4400659
176,0.7694726,56.25, 1.3560618
177,0.71902406,60.9375, 1.0487955
178,0.6972552,65.625, 1.4376569
179,0.82965004,51.5625, 1.2070028
180,0.749822,57.8125, 0.9807713
181,0.6154902,73.4375, 1.3575015
182,0.98094255,42.1875, 1.4046732
183,0.66877365,65.625, 1.3325744
184,0.68434453,64.0625, 1.4124945
185,0.7128738,62.5, 1.4207371
186,0.8738074,53.125, 1.4311794
187,0.56197524,73.4375, 1.5365453
188,0.7386915,64.0625, 1.4310957
189,0.5574223,76.5625, 1.333734
190,0.6849423,57.8125, 1.4268835
191,0.8750067,57.8125, 1.2594174
192,0.5728773,73.4375, 1.4197888
193,0.59937274,68.75, 1.5767905
194,0.6294993,68.75, 1.3130747
195,0.7613276,51.5625, 1.4386091
196,0.67809427,62.5, 1.4984114
197,0.72214794,60.9375, 1.3854539
198,0.645088,62.5, 1.5655069
199,0.55972195,68.75, 1.4635053
200,0.8199503,53.125, 1.3692176
201,0.6601212,71.875, 1.3147633
202,0.5474803,75.0, 1.2344958
203,0.6916272,62.5, 1.4182131
204,0.5688484,70.3125, 1.4810574
205,0.75175214,56.25, 1.0927424
206,0.75437665,57.8125, 1.5189908
207,0.6922296,64.0625, 1.3929316
208,0.57807606,62.5, 1.5713409
209,0.6588987,65.625, 1.255592
210,0.6451766,64.0625, 1.1209081
211,0.60402375,64.0625, 1.4159338
212,0.7975761,53.125, 1.3827975
213,0.63868916,68.75, 1.3980328
214,0.68510324,57.8125, 1.4149941
215,0.7425542,54.6875, 1.1387764
216,0.61841375,68.75, 1.6217939
217,0.691874,59.375, 1.6959722
218,0.5204657,76.5625, 1.7770817
219,0.66202974,65.625, 1.695969
220,0.7378174,62.5, 1.1772745
