0,0.59314966,40.625, 0.5357097
1,0.54496956,57.8125, 0.5347043
2,0.4245448,68.75, 0.66671985
3,0.38630527,73.4375, 0.8133973
4,0.3200484,81.25, 1.0055499
5,0.24768889,93.75, 1.1840763
6,0.23821037,96.875, 1.2313468
7,0.17250766,96.875, 1.3049667
8,0.1921545,100.0, 1.4927709
9,0.17001519,95.3125, 1.5452225
10,0.14312895,100.0, 1.6678051
11,0.1423225,100.0, 1.7258375
12,0.1796981,96.875, 1.7569476
13,0.1141625,100.0, 1.9039522
14,0.10916634,100.0, 1.9175946
15,0.087963715,100.0, 2.0107403
16,0.079327375,100.0, 2.0859022
17,0.09023309,98.4375, 2.1549532
18,0.07307057,100.0, 2.279857
19,0.08743791,100.0, 2.307578
20,0.059614956,100.0, 2.4152913
21,0.053826958,100.0, 2.4006338
22,0.069190666,100.0, 2.40803
23,0.06497006,98.4375, 2.520579
24,0.038763914,100.0, 2.3481982
25,0.053910162,100.0, 2.4725456
26,0.052419152,100.0, 2.6213324
27,0.059137076,100.0, 2.7420232
28,0.049011376,100.0, 2.6108088
29,0.054797214,100.0, 2.729757
30,0.03680879,100.0, 2.80345
31,0.03705923,100.0, 2.8139915
32,0.042061895,100.0, 2.9308944
33,0.0405091,100.0, 2.9554496
34,0.035192348,100.0, 2.9591079
35,0.040661704,100.0, 2.9917474
36,0.030382209,100.0, 3.1049066
37,0.02992753,100.0, 3.1574574
38,0.03535108,100.0, 3.1327415
39,0.031039154,100.0, 3.1526475
40,0.025746956,100.0, 3.0852423
41,0.021464784,100.0, 3.2334168
42,0.034333855,100.0, 3.1408503
43,0.03391675,100.0, 3.2014554
44,0.029382583,100.0, 3.2776494
45,0.04700488,98.4375, 3.4403362
46,0.031954512,100.0, 3.4793355
47,0.026905537,100.0, 3.6472068
48,0.0430118,98.4375, 3.3846865
49,0.024919875,100.0, 3.4468856
50,0.034459133,100.0, 3.43215
51,0.02981186,100.0, 3.4782448
52,0.01730331,100.0, 3.6982782
53,0.027558202,100.0, 3.5752754
54,0.022687474,100.0, 3.7702217
55,0.024766836,100.0, 3.7628846
56,0.022725148,100.0, 3.8464978
57,0.017106362,100.0, 3.8705316
58,0.06613697,98.4375, 3.5193696
59,0.028999003,100.0, 3.6529295
60,0.021344047,100.0, 3.6119413
61,0.027050173,100.0, 3.7966394
62,0.027820472,100.0, 3.8659506
63,0.01924657,100.0, 3.8734171
64,0.017420843,100.0, 3.7199254
65,0.026035463,100.0, 3.8364222
66,0.02613038,100.0, 3.6954908
67,0.039461292,100.0, 3.8655024
68,0.020037942,100.0, 3.7054958
69,0.020106938,100.0, 3.6860476
70,0.03459817,100.0, 3.7574024
71,0.018897533,100.0, 3.9453878
72,0.024967175,100.0, 4.0687294
73,0.019851778,100.0, 4.078842
74,0.01447664,100.0, 4.0084953
75,0.017839272,100.0, 4.0797195
76,0.08053302,98.4375, 3.6573553
77,0.03909167,98.4375, 3.6773252
78,0.0377443,98.4375, 3.825223
79,0.02031022,100.0, 3.7547867
80,0.01966074,100.0, 3.751793
81,0.01903176,100.0, 3.794694
82,0.014362717,100.0, 3.7871945
83,0.019422662,100.0, 3.6565309
84,0.019625891,100.0, 3.6215
85,0.0336769,100.0, 4.0139604
86,0.025849868,100.0, 4.009475
87,0.027045604,100.0, 4.060707
88,0.022141721,100.0, 3.977037
89,0.033686068,100.0, 4.0198197
90,0.018033436,100.0, 3.9662719
91,0.024115782,100.0, 4.0056705
92,0.026131794,100.0, 3.8720026
